NODENAME;AVG.FREQ;DEF.FREQ;TIME;CPI;TPI;GBS;DC-NODE-POWER;DRAM-POWER;PCK-POWER;CYCLES;INSTRUCTIONS;GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SP_SINGLE;SP_128;SP_256;SP_512;DP_SINGLE;DP_128;DP_256;DP_512;FIRST_EVENT;LEVEL;SIZE;ITERATIONS
cmp2543;2088300;2100000;1.001983;1.370220;109.828494;153.248289;311.965865;35.693832;259.629782;20569851259;15012074107;38.016883;0;0;0;6;3643300;0;0;251904797;3897850;9764832696;0;1;1;1;360
cmp2544;2089200;2100000;1.001709;1.341303;107.505788;153.074122;324.237281;34.351043;249.143201;20541797898;15314806213;38.706522;0;0;0;19;7600532;0;0;251741060;4140686;9939855432;0;1;1;1;360
cmp2552;2091600;2100000;1.001791;0.652196;25.537642;74.988719;246.964987;22.799218;190.859669;20600149082;31585831182;37.479140;0;0;0;19;2430812;0;0;253751643;4922198;9619495452;0;1;1;1;360
cmp2550;2088000;2100000;1.001770;1.154516;86.953745;149.746943;342.513585;32.204595;262.460362;21386399126;18524117362;30.188430;0;0;0;18;7354260;0;0;299508330;3345418;7648176436;0;1;1;1;360
cmp2549;2088000;2100000;1.001807;1.473800;110.650195;149.273049;340.519581;33.346775;249.339044;21387095369;14511528255;36.321956;0;0;0;3;638056;0;0;244391391;4242772;9326409348;0;1;1;1;360
cmp2540;2088000;2100000;1.001953;2.870940;233.247459;154.820899;302.301853;34.747087;251.270313;20501436496;7141017558;36.960989;0;0;0;6;996104;0;0;261987014;4101134;9478492716;0;1;1;1;360
cmp2551;2088000;2100000;1.001902;2.278312;175.660700;146.926821;337.002257;32.882129;257.473066;20500509976;8998112390;37.005170;0;0;0;3;1426440;0;0;257535685;4197070;9493561504;0;1;1;1;360
cmp2539;2088000;2100000;1.002313;1.702886;139.534627;156.116920;342.441669;35.063620;261.799232;20504856808;12041235184;38.109769;0;0;0;6;1736520;0;0;279839454;4187400;9766315944;0;1;1;1;360
cmp2538;2088000;2100000;1.002115;1.692392;135.302659;155.519319;347.308811;35.613299;263.075484;20931310586;12367882773;29.500426;0;0;0;6;413928;0;0;314475155;3209968;7461588828;0;1;1;1;360
cmp2537;2088000;2100000;1.001704;1.013284;78.818630;148.736869;332.377861;33.739885;257.836478;20566495962;20296866032;38.294186;0;0;0;13;6013016;0;0;267956355;3919772;9816699056;0;1;1;1;290
cmp2543;2090100;2100000;1.002183;1.433972;117.034953;155.987806;345.953886;36.118212;260.753077;20566604592;14342400188;38.688643;0;0;0;6;3828900;0;0;281325619;4130692;9914159268;0;1;1;1;370
cmp2544;2088000;2100000;1.002109;1.406873;114.902800;155.966122;333.610515;34.750654;250.217681;20547998423;14605439378;39.950715;0;0;0;9;7798368;0;0;282854667;3896170;10240972704;0;1;1;1;370
cmp2552;2088300;2100000;1.001591;0.650766;25.469420;74.992247;248.630505;22.762943;190.945573;20606915363;31665606297;36.396275;0;0;0;9;1818584;0;0;247604934;4703072;9339083952;0;1;1;1;370
cmp2550;2088000;2100000;1.001770;1.127288;86.145366;151.776555;346.288404;32.548296;263.991398;21363658435;18951370341;30.910669;0;0;0;18;7830500;0;0;316729392;3196324;7821027356;0;1;1;1;370
cmp2549;2088000;2100000;1.001907;1.457807;111.090142;151.434794;297.685754;33.660989;250.146901;21378513111;14664846287;36.570882;0;0;0;3;723640;0;0;234704629;3913244;9402929412;0;1;1;1;370
cmp2540;2088000;2100000;1.002153;2.738178;226.332470;157.383604;341.396203;34.993198;260.631845;20488415132;7482500265;36.913470;0;0;0;3;1044424;0;0;259511322;3806838;9470627812;0;1;1;1;370
cmp2551;2088000;2100000;1.002102;2.349024;183.005928;148.407105;336.847680;33.074271;258.588126;20496927722;8725720353;36.016182;0;0;0;16;1473224;0;0;236553398;3756280;9256081472;0;1;1;1;370
cmp2539;2088000;2100000;1.002113;1.759660;146.343166;158.565442;343.788612;35.364405;263.538098;20515458171;11658763349;38.066765;0;0;0;3;1815224;0;0;258716853;2837374;9775363496;0;1;1;1;370
cmp2538;2088000;2100000;1.001715;1.772166;143.900612;158.008296;318.102717;35.982775;264.517243;20929830941;11810307639;29.508260;0;0;0;3;495620;0;0;277567210;2877670;7497706988;0;1;1;1;370
cmp2537;2088000;2100000;1.001704;1.023973;80.371229;149.999227;303.572274;33.904640;258.620763;20554944914;20073708079;38.755231;0;0;0;9;5996492;0;0;275284577;4224482;9930616084;0;1;1;1;300
cmp2543;2087700;2100000;1.001883;1.359919;109.264076;153.462762;355.040964;35.804477;260.135938;20547326514;15109230874;37.847095;0;0;0;16;4274404;0;0;274692212;4384684;9695161752;0;1;1;1;380
cmp2544;2088000;2100000;1.002009;1.320045;105.913124;153.353693;331.451315;34.411463;249.941226;20563870504;15578157227;39.426004;0;0;0;6;7605960;0;0;271714343;4284854;10112506060;0;1;1;1;380
cmp2552;2094300;2100000;1.001391;0.652151;25.601411;75.222069;235.775542;22.818277;191.048854;20603139805;31592580983;37.344198;0;0;0;6;1561192;0;0;273425791;5179266;9560928100;0;1;1;1;380
cmp2550;2088000;2100000;1.001570;1.082192;81.410458;149.314197;351.097677;32.245945;263.173969;21345506651;19724321840;30.398164;0;0;0;15;7694612;0;0;318812799;3586206;7681982536;0;1;1;1;380
cmp2549;2088000;2100000;1.001607;1.391032;104.616163;149.281985;341.658952;33.444289;249.771796;21347300750;15346380525;37.771049;0;0;0;3;1146932;0;0;253080810;4215132;9697282956;0;1;1;1;380
cmp2551;2088000;2100000;1.001702;2.221150;171.407844;147.195165;341.306131;32.926878;258.517999;20515356844;9236367821;36.442817;0;0;0;13;1216284;0;0;247527440;4168846;9353623900;0;1;1;1;380
cmp2540;2088000;2100000;1.001954;2.629077;213.733263;154.831169;339.942488;34.648238;260.463223;20489772268;7793521810;37.530431;0;0;0;9;1348672;0;0;269684280;4322560;9620368260;0;1;1;1;380
cmp2539;2088000;2100000;1.002213;1.707251;140.379117;156.599184;354.320630;35.119049;263.361500;20494814106;12004573001;38.782877;0;0;0;9;2550312;0;0;286284702;3203116;9936563856;0;1;1;1;380
cmp2538;2088000;2100000;1.002115;1.688289;135.480300;155.869248;341.892366;35.646610;264.378015;20900104929;12379458202;29.789159;0;0;0;16;1085600;0;0;310655245;3316034;7540774056;0;1;1;1;380
cmp2537;2088300;2100000;1.001604;0.986034;76.104674;147.617601;348.951322;33.667596;257.704634;20569054253;20860396647;37.986895;0;0;0;9;5285304;0;0;245533507;3931838;9757831096;0;1;1;1;310
cmp2543;2088000;2100000;1.001883;1.454185;116.184861;152.737357;338.276726;35.676237;258.538549;20565161657;14142053543;37.721768;0;0;0;6;3503780;0;0;251561102;3760090;9686645312;0;1;1;1;390
cmp2544;2088000;2100000;1.001909;1.413710;149.949887;152.811011;299.840345;34.343996;248.315540;15498760885;10963184963;38.703136;0;0;0;10;9395320;0;0;260489027;3840724;9930755848;0;1;1;1;390
cmp2552;2096700;2100000;1.001291;0.658980;24.973926;72.636930;256.248880;22.397810;188.518571;20606452472;31270225729;35.556568;0;0;0;3;1474320;0;0;263767524;4865544;9098967808;0;1;1;1;390
cmp2550;2088000;2100000;1.001770;1.115682;83.503361;148.317631;339.624598;32.098781;260.958497;21315574617;19105423573;30.814727;0;0;0;6;6352336;0;0;300372152;2899186;7813867448;0;1;1;1;390
cmp2549;2088000;2100000;1.001707;1.468604;109.520410;147.903521;330.066810;33.232182;247.633496;21331870206;14525266697;35.611023;0;0;0;9;1143484;0;0;262762979;3783376;9119630756;0;1;1;1;390
cmp2551;2088000;2100000;1.001702;2.344065;178.397947;145.007673;330.348779;32.685298;256.104760;20493168708;8742577662;36.176081;0;0;0;6;1176100;0;0;250235454;3919366;9280892600;0;1;1;1;390
cmp2540;2088000;2100000;1.002054;3.067088;247.824592;153.863962;353.128251;34.500777;259.532803;20488468172;6680105025;35.725872;0;0;0;9;1171904;0;0;234816552;3801218;9181061620;0;1;1;1;390
cmp2539;2088000;2100000;1.002013;1.812898;147.669435;155.274584;307.830460;34.994650;253.308861;20509550057;11313130937;37.259651;0;0;0;10;2039340;0;0;269355583;2965314;9550544964;0;1;1;1;390
cmp2538;2088000;2100000;1.001815;1.764798;140.432716;154.608380;352.169078;35.482748;262.537342;20900044410;11842739506;29.355711;0;0;0;3;607736;0;0;288357061;2984762;7447259400;0;1;1;1;390
cmp2537;2088300;2100000;1.001704;1.061395;81.839106;147.358127;340.001707;33.549235;255.893961;20555564247;19366550691;38.660912;0;0;0;9;6563100;0;0;289829799;4169832;9890692844;0;1;1;1;320
cmp2543;2087700;2100000;1.003083;1.375652;109.707417;152.441424;348.834782;35.614432;259.477771;20587906659;14965925290;38.204391;0;0;0;0;3542144;0;0;280626799;4212516;9796397348;0;1;1;1;400
cmp2544;2088000;2100000;1.002109;1.323256;139.048866;152.415038;329.987956;34.291329;249.544217;15606992515;11794385798;38.936412;0;0;0;16;10727884;0;0;285274225;4419214;9967615528;0;1;1;1;400
cmp2552;2099700;2100000;1.001291;0.661338;25.931886;75.099540;238.366873;22.758480;190.682646;20591468900;31136050464;37.190611;0;0;0;6;1433908;0;0;268774421;5149068;9524284508;0;1;1;1;400
cmp2550;2088000;2100000;1.001570;1.065662;79.906402;148.641119;312.338060;32.183903;262.830936;21318569376;20004998617;31.030228;0;0;0;6;7050900;0;0;336970562;3330926;7831316528;0;1;1;1;400
cmp2549;2088000;2100000;1.003007;1.404394;105.319827;148.668144;339.157585;33.331336;249.288779;21350136402;15202384141;37.273528;0;0;0;13;2169324;0;0;256733433;4189708;9575227836;0;1;1;1;400
cmp2551;2088000;2100000;1.001502;2.219136;170.609502;146.622791;335.321747;32.881474;257.860027;20508496138;9241659386;37.161891;0;0;0;3;460196;0;0;270331411;4343068;9518999116;0;1;1;1;400
cmp2540;2088300;2100000;1.001553;2.766236;223.724080;154.083139;352.882198;34.566987;261.035125;20488283089;7406557691;36.575442;0;0;0;13;1830712;0;0;272186893;4504336;9361546908;0;1;1;1;400
cmp2539;2088000;2100000;1.001513;1.800495;146.923785;155.591204;339.303270;35.154543;254.460519;20504119629;11388046169;38.047949;0;0;0;16;2702096;0;0;310921414;3387576;9710752148;0;1;1;1;400
cmp2538;2088000;2100000;1.001715;1.658535;132.248404;155.014773;347.866209;35.545532;264.314072;20909870665;12607433785;29.881505;0;0;0;9;679660;0;0;323045815;3421306;7549893224;0;1;1;1;400
cmp2537;2088900;2100000;1.001704;0.985576;76.040133;147.486206;315.793246;33.674118;257.541058;20560691771;20861599249;38.460963;0;0;0;9;5513720;0;0;226200745;3818650;9903014580;0;1;1;1;330
cmp2543;2087400;2100000;1.001683;1.436088;116.682574;155.148519;315.324503;36.007897;260.522934;20537749321;14301173587;37.735795;0;0;0;13;4395156;0;0;276152962;3796222;9662838104;0;1;1;1;410
cmp2544;2087100;2100000;1.001809;1.377732;146.378691;154.763683;331.666815;34.609902;250.522438;15668989519;11373028428;39.048282;0;0;0;3;8531524;0;0;266962848;3885524;10015075988;0;1;1;1;410
cmp2552;2091300;2100000;1.001291;0.638922;24.339771;73.006403;271.903064;22.447639;189.783850;20604057826;32248150745;35.854784;0;0;0;6;1967304;0;0;237548913;4503260;9203634968;0;1;1;1;410
cmp2550;2088000;2100000;1.001870;1.080695;81.643045;149.490068;349.323734;32.337442;262.733710;21286647846;19697191279;30.668457;0;0;0;15;6853144;0;0;298189510;3256740;7777437668;0;1;1;1;410
cmp2549;2088000;2100000;1.001907;1.429221;107.833377;149.271134;304.951688;33.437450;249.494710;21283809385;14891891461;36.668093;0;0;0;3;866528;0;0;232086998;3885422;9431059776;0;1;1;1;410
cmp2551;2088000;2100000;1.001902;2.294248;176.743522;146.832874;320.400430;32.965985;257.966941;20504316168;8937269745;35.886280;0;0;0;9;1133692;0;0;237321962;3880614;9219382584;0;1;1;1;410
cmp2540;2088000;2100000;1.002153;2.707387;220.468259;155.143735;320.458093;34.709492;261.568621;20500887133;7572203678;36.810809;0;0;0;9;1203740;0;0;246969071;3977812;9455765444;0;1;1;1;410
cmp2539;2088300;2100000;1.001813;1.836591;150.893784;156.684014;344.970906;35.295112;254.657506;20514085466;11169653448;38.107129;0;0;0;3;2543988;0;0;260577266;3060702;9780187080;0;1;1;1;410
cmp2538;2088000;2100000;1.002415;1.710043;137.247227;155.874095;320.283284;35.711390;264.871874;20903783140;12224126590;29.668176;0;0;0;12;881652;0;0;278703319;3187796;7543497524;0;1;1;1;410
cmp2537;2087400;2100000;1.001704;1.044794;82.257358;150.447135;354.987543;33.973341;258.659781;20553180676;19671988898;39.824731;0;0;0;13;6669344;0;0;284651465;4205372;10202520112;0;1;1;1;340
cmp2543;2089200;2100000;1.001583;1.392492;111.902708;153.630295;335.898473;35.805928;260.292497;20559651727;14764643083;38.115193;0;0;0;13;4558668;0;0;286157503;4372226;9751100544;0;1;1;1;420
cmp2544;2090700;2100000;1.001509;1.338023;140.368733;153.884291;335.106357;34.470822;250.358859;15774015813;11789047566;39.328074;0;0;0;6;9948840;0;0;285778707;4351278;10065033740;0;1;1;1;420
cmp2552;2101500;2100000;1.001391;0.652309;25.466796;74.836036;249.439530;22.703510;190.834863;20610731449;31596588897;37.539205;0;0;0;9;2600476;0;0;251539723;4940886;9633402276;0;1;1;1;420
cmp2550;2088000;2100000;1.001670;1.096903;83.590225;150.728670;346.661744;32.442242;263.205610;21273211014;19393885321;31.474685;0;0;0;9;7040256;0;0;325864569;3546954;7960190756;0;1;1;1;420
cmp2549;2088000;2100000;1.001707;1.443410;109.919577;150.697637;327.661947;33.619809;250.209070;21284412416;14745920400;37.291223;0;0;0;9;1491684;0;0;259840878;4140352;9564756444;0;1;1;1;420
cmp2551;2088000;2100000;1.001702;2.272205;176.578208;148.138708;335.810384;33.070618;258.343150;20502999250;9023391779;36.424981;0;0;0;6;697404;0;0;267915477;4126574;9329095436;0;1;1;1;420
cmp2540;2088000;2100000;1.002053;2.794368;229.503869;156.489130;345.599247;34.864004;262.552281;20500694278;7336432102;36.863109;0;0;0;16;1838072;0;0;269159903;4282106;9445457664;0;1;1;1;420
cmp2539;2088000;2100000;1.002013;1.819661;150.894069;157.951907;340.235542;35.452304;255.806106;20493508859;11262265411;39.268292;0;0;0;13;2980680;0;0;281496522;3299062;10066782376;0;1;1;1;420
cmp2538;2088000;2100000;1.002015;1.716326;138.910049;157.155352;356.563589;35.895969;265.642560;20891485887;12172215873;30.564003;0;0;0;9;706572;0;0;320619783;3365728;7734674400;0;1;1;1;420
cmp2537;2088000;2100000;1.001804;0.987048;76.001528;147.296843;339.334573;33.589984;257.395062;20577474571;20847492745;38.554296;0;0;0;6;5195172;0;0;261690226;4210788;9893076480;0;1;1;1;350
cmp2543;2088300;2100000;1.001983;1.372005;109.898550;152.843574;347.531250;35.707540;259.371084;20529150208;14962884264;37.966802;0;0;0;3;3348832;0;0;254402116;3873518;9749448940;0;1;1;1;430
cmp2544;2088000;2100000;1.001909;1.331557;138.193799;152.861946;330.603978;34.320321;249.287944;15845240887;11899784784;38.522176;0;0;0;19;9268924;0;0;261802955;3798972;9881899284;0;1;1;1;430
cmp2552;2089800;2100000;1.001691;0.653851;25.084684;73.505359;229.847336;22.563915;189.522947;20607391157;31516950231;36.370023;0;0;0;3;1039728;0;0;257186329;4937934;9324083072;0;1;1;1;430
cmp2550;2088000;2100000;1.001470;1.065083;79.832458;148.201527;336.733569;32.110539;261.810692;21261514450;19962315097;31.224067;0;0;0;6;5943100;0;0;297255562;3172932;7922565208;0;1;1;1;430
cmp2549;2088000;2100000;1.001807;1.414718;106.047215;148.016114;332.967594;33.249917;249.031909;21240443050;15013901985;36.627004;0;0;0;19;1859212;0;0;242936669;3939512;9407365104;0;1;1;1;430
cmp2551;2088000;2100000;1.001702;2.167149;165.572420;145.707266;340.916562;32.824253;257.446334;20512576232;9465236997;36.978161;0;0;0;9;1208764;0;0;264688278;4126484;9477630768;0;1;1;1;430
cmp2540;2088000;2100000;1.002254;2.806131;226.961934;154.121707;344.567782;34.527861;261.073461;20506723796;7307827430;36.446486;0;0;0;6;845792;0;0;239077127;3935604;9368936632;0;1;1;1;430
cmp2539;2088000;2100000;1.002413;1.725561;140.810099;155.561361;342.715564;35.080815;254.163721;20518454906;11890888724;37.970856;0;0;0;0;1614776;0;0;247302779;3098392;9764422164;0;1;1;1;430
cmp2538;2088000;2100000;1.001915;1.694606;135.334245;154.929901;346.596034;35.590980;264.428877;20870218149;12315678149;30.576539;0;0;0;6;959352;0;0;268276771;3108028;7789523236;0;1;1;1;430
cmp2537;2088000;2100000;1.001704;1.029389;80.713160;149.858197;340.720778;33.893371;258.059886;20556771843;19969880759;39.224702;0;0;0;6;6158164;0;0;254551990;3903364;10075266752;0;1;1;1;360
cmp2543;2088300;2100000;1.001783;1.426924;115.959898;155.309958;348.485455;36.031647;260.590572;20557284869;14406712045;38.137043;0;0;0;16;4867688;0;0;275442464;4136350;9769508828;0;1;1;1;440
cmp2544;2088000;2100000;1.002009;1.378070;144.513004;155.265404;330.180967;34.678927;250.441088;15929816296;11559509106;39.837264;0;0;0;3;9140380;0;0;276213350;4292100;10214909156;0;1;1;1;440
cmp2552;2093700;2100000;1.001291;0.650429;25.733382;75.736118;264.581719;22.839469;191.357513;20580991458;31642190387;37.565780;0;0;0;16;2707412;0;0;254335031;5027440;9636428096;0;1;1;1;440
cmp2550;2088000;2100000;1.001870;1.116272;85.653111;151.475008;343.523514;32.514804;263.148251;21236307730;19024311788;31.898302;0;0;0;12;6926240;0;0;319880026;3363880;8079814776;0;1;1;1;440
cmp2549;2088000;2100000;1.001707;1.473404;112.948433;151.449978;333.795678;33.703716;250.284966;21249622670;14422132919;37.074812;0;0;0;9;1442652;0;0;250846842;4062574;9516829840;0;1;1;1;440
cmp2551;2088000;2100000;1.001702;2.300402;179.490883;148.665557;305.817621;33.160376;258.052804;20493211372;8908533245;36.408492;0;0;0;6;852176;0;0;261071485;4259014;9331302732;0;1;1;1;440
cmp2539;2088000;2100000;1.001713;1.836805;152.910998;158.664523;295.023643;35.528975;255.806175;20499688147;11160511865;38.490514;0;0;0;16;2448584;0;0;278034412;3240436;9862706184;0;1;1;1;440
cmp2540;2088000;2100000;1.001853;2.706614;223.062920;157.130166;352.127966;35.007805;262.666732;20509856910;7577679478;35.827576;0;0;0;9;1395412;0;0;257011612;4141516;9183235384;0;1;1;1;440
cmp2538;2088000;2100000;1.001915;1.728321;140.556981;157.809151;352.571790;35.929527;266.097130;20875402056;12078431881;30.860804;0;0;0;6;558160;0;0;307689233;3145414;7825424452;0;1;1;1;440
cmp2537;2088900;2100000;1.001604;1.012739;78.433327;148.168929;353.044382;33.695197;257.725889;20575483703;20316667299;38.385415;0;0;0;9;6291236;0;0;276142363;4251042;9830944076;0;1;1;1;370
cmp2543;2087100;2100000;1.001983;1.448849;114.558861;151.040811;342.534292;35.448445;257.292882;20551749246;14184880191;37.195541;0;0;0;13;4027484;0;0;251717682;3906626;9548054732;0;1;1;1;450
cmp2544;2088000;2100000;1.002009;1.364661;138.090525;150.610284;299.562519;34.043659;247.347810;16013526608;11734438896;38.231395;0;0;0;3;8716100;0;0;259108193;4008962;9809274480;0;1;1;1;450
cmp2552;2090400;2100000;1.001591;0.662509;25.027761;72.356580;241.354185;22.335931;188.414798;20598632760;31091847147;36.310019;0;0;0;13;2083320;0;0;239966677;4779218;9323646112;0;1;1;1;450
cmp2550;2088000;2100000;1.001870;1.079365;80.019990;146.360623;333.238311;31.812324;259.768429;21237589517;19676004354;30.784506;0;0;0;17;6584820;0;0;294859580;3235074;7811653936;0;1;1;1;450
cmp2549;2088000;2100000;1.001907;1.448799;107.455844;146.213611;334.118569;33.006696;247.255535;21207673831;14638109798;36.853798;0;0;0;9;1177548;0;0;248950119;4240106;9462493924;0;1;1;1;450
cmp2551;2088300;2100000;1.001802;2.308828;174.445190;144.076267;332.886771;32.559832;255.223283;20511938139;8884132792;36.138463;0;0;0;6;960872;0;0;241842883;4177728;9280273832;0;1;1;1;450
cmp2539;2088000;2100000;1.001913;1.795855;144.659504;153.611074;331.268915;34.851806;252.675412;20515235536;11423659833;38.051437;0;0;0;10;2070976;0;0;269897844;4518480;9756200728;0;1;1;1;450
cmp2540;2088000;2100000;1.002354;2.759095;220.149833;152.095879;333.940471;34.297395;259.512297;20515709619;7435665884;35.983868;0;0;0;9;1244472;0;0;237805720;4221624;9248453344;0;1;1;1;450
cmp2538;2088000;2100000;1.002115;1.677748;132.073908;152.706971;345.687640;35.227172;262.757742;20873048714;12441111475;30.105182;0;0;0;9;700212;0;0;291568697;3331310;7643570512;0;1;1;1;450
cmp2537;2087700;2100000;1.001904;1.025708;78.957481;147.086567;310.069665;33.549480;255.814368;20555577124;20040372821;38.053980;0;0;0;6;5643932;0;0;264973638;3818458;9758838272;0;1;1;1;380
cmp2543;2090400;2100000;1.001583;1.420766;115.096885;154.817096;347.166939;35.973218;260.016566;20552501504;14465785904;37.874093;0;0;0;16;4486012;0;0;274279201;4150756;9699725064;0;1;1;1;460
cmp2544;2088000;2100000;1.002009;1.398321;109.368355;155.172191;332.940223;34.651143;250.460367;21345229021;15264895421;30.428550;0;0;0;6;9457044;0;0;363910615;4323366;7645911576;0;1;1;1;460
cmp2552;2092500;2100000;1.001491;0.648080;25.467314;75.339190;253.488947;22.781699;191.088393;20616434520;31811555395;37.282375;0;0;0;16;2635560;0;0;244044549;4643814;9574459816;0;1;1;1;460
cmp2550;2088000;2100000;1.001770;1.112874;85.256041;151.113122;309.901337;32.462484;262.735731;21217327843;19065351590;31.764586;0;0;0;5;6964036;0;0;316270904;3345966;8047314496;0;1;1;1;460
cmp2549;2088000;2100000;1.001907;1.458557;111.570707;150.845955;329.678269;33.584221;250.218148;21214569051;14544897933;36.858709;0;0;0;16;2041304;0;0;251635105;3859216;9460620048;0;1;1;1;460
cmp2551;2088000;2100000;1.002102;2.237776;173.820788;148.073786;336.605091;33.052452;257.607970;20511839542;9166173905;36.716640;0;0;0;3;765580;0;0;279075181;4042824;9398696404;0;1;1;1;460
cmp2539;2088000;2100000;1.002012;1.849935;153.629103;157.951083;338.019635;35.422884;255.171745;20463439038;11061706314;37.858776;0;0;0;6;2046108;0;0;296777785;4082466;9679979556;0;1;1;1;460
cmp2540;2088000;2100000;1.002253;2.713980;223.044730;156.524832;343.389272;34.884617;262.168962;20496296103;7552117372;35.721411;0;0;0;3;677080;0;0;254298157;3844364;9162735328;0;1;1;1;460
cmp2538;2088000;2100000;1.002015;1.737791;141.131938;157.361736;311.255875;35.860558;265.654262;20847076379;11996310784;31.068124;0;0;0;6;378292;0;0;294876048;3147616;7893890232;0;1;1;1;460
cmp2537;2091000;2100000;1.001604;1.017117;78.850059;148.232559;343.957124;33.656715;257.370714;20564052899;20217972111;39.022132;0;0;0;13;6643204;0;0;264670107;4204268;10009937908;0;1;1;1;390
cmp2543;2088600;2100000;1.001883;1.373586;109.505584;152.415361;311.182736;35.688767;258.814872;20566729155;14973013635;37.888617;0;0;0;9;3775116;0;0;259157336;4205526;9722322636;0;1;1;1;470
cmp2544;2088900;2100000;1.002009;1.315770;101.064186;152.295923;323.427437;34.276381;249.153892;21332541454;16212971496;30.196989;0;0;0;9;8520132;0;0;327175598;4233900;7622613380;0;1;1;1;470
cmp2552;2089800;2100000;1.001791;0.650272;25.023280;73.715647;279.394293;22.610166;190.404728;20605706578;31687838517;37.280092;0;0;0;6;1761768;0;0;261037112;4985054;9560341256;0;1;1;1;470
cmp2550;2088000;2100000;1.001870;1.065354;80.112931;148.065370;340.044585;32.063379;261.436362;21181454988;19882089654;31.428361;0;0;0;11;6607476;0;0;294027628;3560092;7981890548;0;1;1;1;470
cmp2549;2088000;2100000;1.001807;1.372813;103.080495;148.015534;304.395319;33.235776;249.420691;21204396512;15445950737;37.137922;0;0;0;9;1326328;0;0;264782543;4354388;9520332172;0;1;1;1;470
cmp2551;2088000;2100000;1.001802;2.302615;175.996606;145.604417;337.424995;32.774599;257.365798;20491469895;8899218057;36.707264;0;0;0;13;965304;0;0;255410031;4215676;9416618356;0;1;1;1;470
cmp2539;2088000;2100000;1.002012;1.859865;151.628154;155.404156;333.751425;35.088850;253.612380;20508655775;11026956481;38.526473;0;0;0;6;2030584;0;0;289040921;4513780;9863361104;0;1;1;1;470
cmp2540;2088000;2100000;1.002453;2.639743;213.025419;153.824637;315.074496;34.487676;260.754978;20517300180;7772460700;36.790789;0;0;0;9;1168876;0;0;258263351;4214338;9441893240;0;1;1;1;470
cmp2538;2088000;2100000;1.003015;1.752413;139.883314;154.686172;352.871035;35.552408;263.806420;20870320282;11909477405;30.910522;0;0;0;6;949484;0;0;303314524;3378758;7851226848;0;1;1;1;470
cmp2537;2087400;2100000;1.001804;1.004263;77.499689;147.523322;333.014276;33.587553;255.909218;20563214928;20475920683;38.236674;0;0;0;9;5685128;0;0;251959913;3818340;9818973632;0;1;1;1;400
cmp2543;2088300;2100000;1.001983;1.425305;115.157320;154.302884;352.873458;35.927462;259.518229;20547099275;14415927370;38.093332;0;0;0;13;4318872;0;0;276008562;3877592;9760231596;0;1;1;1;480
cmp2544;2089200;2100000;1.002109;1.356641;105.680113;154.252718;334.729954;34.564721;249.849823;21306853735;15705599408;30.380366;0;0;0;9;9550544;0;0;369098702;3897288;7629150204;0;1;1;1;480
cmp2552;2088600;2100000;1.001491;0.646476;25.196292;74.694822;225.317262;22.689697;190.349334;20608829416;31878725862;36.350561;0;0;0;9;1808148;0;0;241288722;4624280;9332482516;0;1;1;1;480
cmp2550;2088000;2100000;1.002870;1.106707;84.349910;150.166223;345.041465;32.322207;261.852227;21216064955;19170440787;32.210726;0;0;0;8;6923160;0;0;311895952;3242436;8178772128;0;1;1;1;480
cmp2549;2088000;2100000;1.001807;1.447203;110.192712;149.910027;335.110522;33.492914;249.550291;21178301778;14633952951;36.106751;0;0;0;9;1166368;0;0;248032363;3967416;9265778176;0;1;1;1;480
cmp2551;2088000;2100000;1.001802;2.201307;169.912040;147.183987;329.130039;32.911916;257.455449;20511554329;9317899032;36.136430;0;0;0;13;1260692;0;0;262448085;3925874;9259084708;0;1;1;1;480
cmp2539;2088000;2100000;1.002012;2.043289;168.407980;157.053701;323.485849;35.304336;254.027206;20501621998;10033638082;37.948002;0;0;0;6;2035260;0;0;259272978;4011150;9741092404;0;1;1;1;480
cmp2540;2088000;2100000;1.002353;2.748361;224.683993;155.640037;353.205366;34.709460;261.212795;20490082195;7455382510;35.792803;0;0;0;13;1326412;0;0;247370306;3825402;9188803692;0;1;1;1;480
cmp2538;2088000;2100000;1.003214;1.924658;155.849695;156.741572;355.649066;35.845768;263.799909;20850933061;10833577897;30.644220;0;0;0;12;1129116;0;0;287318360;3060302;7798683140;0;1;1;1;480
cmp2537;2088000;2100000;1.001604;1.012802;78.136467;147.496382;346.936679;33.539170;256.245238;20561178323;20301286648;39.045791;0;0;0;16;7425052;0;0;294352593;4364384;9985548672;0;1;1;1;410
cmp2543;2088600;2100000;1.002283;1.371159;108.860177;151.724914;338.823368;35.579534;258.650222;20566760436;14999540968;37.695699;0;0;0;6;4067732;0;0;249564858;4190114;9684742376;0;1;1;1;490
cmp2544;2089500;2100000;1.002009;1.292832;99.103841;151.601724;329.412944;34.171070;248.712336;21277828046;16458309824;30.206157;0;0;0;3;8346228;0;0;324672817;4148780;7627792076;0;1;1;1;490
cmp2552;2094600;2100000;1.001491;0.657012;25.146688;73.327819;244.054517;22.451207;189.383203;20601964413;31357040360;37.034461;0;0;0;3;1313352;0;0;280778895;5387828;9472965712;0;1;1;1;490
cmp2550;2088000;2100000;1.001770;1.070481;80.302001;147.624818;347.018911;32.012154;260.924768;21167999144;19774288030;31.716182;0;0;0;11;6602672;0;0;301279957;3552494;8049700788;0;1;1;1;490
