DCGMI_EVENTS_COUNT;GPU0_gr_engine_active;GPU1_gr_engine_active;GPU2_gr_engine_active;GPU3_gr_engine_active;GPU4_gr_engine_active;GPU5_gr_engine_active;GPU6_gr_engine_active;GPU7_gr_engine_active;GPU0_sm_active;GPU1_sm_active;GPU2_sm_active;GPU3_sm_active;GPU4_sm_active;GPU5_sm_active;GPU6_sm_active;GPU7_sm_active;GPU0_sm_occupancy;GPU1_sm_occupancy;GPU2_sm_occupancy;GPU3_sm_occupancy;GPU4_sm_occupancy;GPU5_sm_occupancy;GPU6_sm_occupancy;GPU7_sm_occupancy;GPU0_tensor_active;GPU1_tensor_active;GPU2_tensor_active;GPU3_tensor_active;GPU4_tensor_active;GPU5_tensor_active;GPU6_tensor_active;GPU7_tensor_active;GPU0_dram_active;GPU1_dram_active;GPU2_dram_active;GPU3_dram_active;GPU4_dram_active;GPU5_dram_active;GPU6_dram_active;GPU7_dram_active;GPU0_fp64_active;GPU1_fp64_active;GPU2_fp64_active;GPU3_fp64_active;GPU4_fp64_active;GPU5_fp64_active;GPU6_fp64_active;GPU7_fp64_active;GPU0_fp32_active;GPU1_fp32_active;GPU2_fp32_active;GPU3_fp32_active;GPU4_fp32_active;GPU5_fp32_active;GPU6_fp32_active;GPU7_fp32_active;GPU0_fp16_active;GPU1_fp16_active;GPU2_fp16_active;GPU3_fp16_active;GPU4_fp16_active;GPU5_fp16_active;GPU6_fp16_active;GPU7_fp16_active;GPU0_pcie_tx_bytes;GPU1_pcie_tx_bytes;GPU2_pcie_tx_bytes;GPU3_pcie_tx_bytes;GPU4_pcie_tx_bytes;GPU5_pcie_tx_bytes;GPU6_pcie_tx_bytes;GPU7_pcie_tx_bytes;GPU0_pcie_rx_bytes;GPU1_pcie_rx_bytes;GPU2_pcie_rx_bytes;GPU3_pcie_rx_bytes;GPU4_pcie_rx_bytes;GPU5_pcie_rx_bytes;GPU6_pcie_rx_bytes;GPU7_pcie_rx_bytes;GPU0_nvlink_tx_bytes;GPU1_nvlink_tx_bytes;GPU2_nvlink_tx_bytes;GPU3_nvlink_tx_bytes;GPU4_nvlink_tx_bytes;GPU5_nvlink_tx_bytes;GPU6_nvlink_tx_bytes;GPU7_nvlink_tx_bytes;GPU0_nvlink_rx_bytes;GPU1_nvlink_rx_bytes;GPU2_nvlink_rx_bytes;GPU3_nvlink_rx_bytes;GPU4_nvlink_rx_bytes;GPU5_nvlink_rx_bytes;GPU6_nvlink_rx_bytes;GPU7_nvlink_rx_bytes;COMP_BOUND;MPI_BOUND;IO_BOUND;CPU_BUSY_WAITING;CPU_GPU_COMP;CPU_BOUND;MEM_BOUND;MIX_COMP;NODENAME;JOBID;STEPID;APPID;USERID;GROUPID;JOBNAME;USER_ACC;ENERGY_TAG;POLICY;POLICY_TH;START_TIME;END_TIME;START_DATE;END_DATE;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;CPU-GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DP_256;DPOPS_512;TEMP0;TEMP1;TEMP2;TEMP3;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU0_GFLOPS;GPU0_TEMP;GPU0_MEMTEMP;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU1_GFLOPS;GPU1_TEMP;GPU1_MEMTEMP;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU2_GFLOPS;GPU2_TEMP;GPU2_MEMTEMP;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC;GPU3_GFLOPS;GPU3_TEMP;GPU3_MEMTEMP;GPU4_POWER_W;GPU4_FREQ_KHZ;GPU4_MEM_FREQ_KHZ;GPU4_UTIL_PERC;GPU4_MEM_UTIL_PERC;GPU4_GFLOPS;GPU4_TEMP;GPU4_MEMTEMP;GPU5_POWER_W;GPU5_FREQ_KHZ;GPU5_MEM_FREQ_KHZ;GPU5_UTIL_PERC;GPU5_MEM_UTIL_PERC;GPU5_GFLOPS;GPU5_TEMP;GPU5_MEMTEMP;GPU6_POWER_W;GPU6_FREQ_KHZ;GPU6_MEM_FREQ_KHZ;GPU6_UTIL_PERC;GPU6_MEM_UTIL_PERC;GPU6_GFLOPS;GPU6_TEMP;GPU6_MEMTEMP;GPU7_POWER_W;GPU7_FREQ_KHZ;GPU7_MEM_FREQ_KHZ;GPU7_UTIL_PERC;GPU7_MEM_UTIL_PERC;GPU7_GFLOPS;GPU7_TEMP;GPU7_MEMTEMP
12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.870551;0.000000;0.000000;0.000000;0.0;0.0;0.0;0.0;50.212655;0.000788;0.000788;0.000788;0.0;0.0;0.0;0.0;0.000003;0.000000;0.000000;0.000000;0.0;0.0;0.0;0.0;19.140734;0.000000;0.000000;0.000000;0.0;0.0;0.0;0.0;0.000000;0.000000;0.000000;0.000000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;246425143;0;0;13006213;0;232582897;0;13842246;spr4271;69478;0;362346;xjlakhlili; ;tfi;ear; ;monitoring;0.000000;1736954818;1736955078;2025-01-15 16:26:58;2025-01-15 16:31:18;3584000;1614107;2801000;259.458372;0.335132;0.042180;0.257430;1.076530;0.000000;1937.866737;29.291044;246.682641;530678207430;1583489915198;0.007779;9644043477;239324984;0;49407238;4;0;4607248;639420;309686;0;384;42;43;0;0;464.170795;1731068;1593000;80;63;13052.837891;57;0;107.665400;1731912;1593000;0;0;0.000000;37;0;107.532112;1732756;1593000;0;0;0.000000;38;0;108.339322;1715117;1593000;0;0;0.000000;38;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0
