JOBID;STEPID;APPID;NODENAME;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;ITER_TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DPOPS_256;DPOPS_512;TEMP0;TEMP1;TEMP2;TEMP3;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU0_GFLOPS;GPU0_TEMP;GPU0_MEMTEMP;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU1_GFLOPS;GPU1_TEMP;GPU1_MEMTEMP;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU2_GFLOPS;GPU2_TEMP;GPU2_MEMTEMP;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC;GPU3_GFLOPS;GPU3_TEMP;GPU3_MEMTEMP;GPU4_POWER_W;GPU4_FREQ_KHZ;GPU4_MEM_FREQ_KHZ;GPU4_UTIL_PERC;GPU4_MEM_UTIL_PERC;GPU4_GFLOPS;GPU4_TEMP;GPU4_MEMTEMP;GPU5_POWER_W;GPU5_FREQ_KHZ;GPU5_MEM_FREQ_KHZ;GPU5_UTIL_PERC;GPU5_MEM_UTIL_PERC;GPU5_GFLOPS;GPU5_TEMP;GPU5_MEMTEMP;GPU6_POWER_W;GPU6_FREQ_KHZ;GPU6_MEM_FREQ_KHZ;GPU6_UTIL_PERC;GPU6_MEM_UTIL_PERC;GPU6_GFLOPS;GPU6_TEMP;GPU6_MEMTEMP;GPU7_POWER_W;GPU7_FREQ_KHZ;GPU7_MEM_FREQ_KHZ;GPU7_UTIL_PERC;GPU7_MEM_UTIL_PERC;GPU7_GFLOPS;GPU7_TEMP;GPU7_MEMTEMP;LOOPID;LOOP_NEST_LEVEL;LOOP_SIZE;TIMESTAMP;ELAPSED;DATE
25335297;1;3574071;n2cn0802;3234000;1600000;2451000;1.026002;0.330512;0.194227;29.929432;0.000000;0.000000;346.003265;0.000000;308.569397;522546828404;1581022409512;640.032410;80559823675;28795176620;0;0;0;6566732389990;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;1;1;1;1754636839;0;08-08-2025 09:07:19
25335297;1;3574071;n2cn0802;3234000;1600000;2451000;1.017802;0.330417;0.184538;28.439573;0.000000;0.000000;309.490479;0.000000;308.386353;518276664446;1568553470082;639.993591;79911501326;28566419815;0;0;0;6512574878809;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;1;1;1;1754636850;0;08-08-2025 09:07:30
25335297;1;3574071;n2cn0802;3234000;1600000;2451000;1.018202;0.330368;0.176829;27.245329;0.000000;0.000000;344.725342;0.000000;308.830292;518287178216;1568819011353;639.926819;79861123772;28523968160;0;0;0;6511895612116;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;1;1;1;1754636860;0;08-08-2025 09:07:40
25335297;1;3574071;n2cn0802;3234000;1600000;2451000;1.018902;0.330939;0.206259;31.776520;0.000000;0.000000;347.432861;0.000000;308.509674;519485256224;1569729458779;639.072327;79946463768;28548192871;0;0;0;6516620677328;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;1;1;1;1754636870;0;08-08-2025 09:07:50
25335297;1;3574071;n2cn0802;3234000;1600000;2451000;1.017602;0.330298;0.175177;26.999994;0.000000;0.000000;344.928589;0.000000;308.048004;518049843479;1568431851288;639.988953;79880189614;28520511167;0;0;0;6512527374139;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;1;1;1;1754636880;0;08-08-2025 09:08:00
25335297;1;3574071;n2cn0802;3234000;1600000;2451000;1.017502;0.330566;0.212514;32.742111;0.000000;0.000000;346.928101;0.000000;308.920288;518216792709;1567667369885;639.973694;79866628186;28515484159;0;0;0;6511732037793;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;1;1;1;1754636890;0;08-08-2025 09:08:10
25335297;1;3574071;n2cn0802;3234000;1600000;2451000;1.018502;0.330507;0.194571;29.993521;0.000000;0.000000;344.623779;0.000000;308.762299;518909749326;1570042537857;639.948303;79939064414;28573338487;0;0;0;6517873503904;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;1;1;1;1754636901;0;08-08-2025 09:08:21
25335297;1;3574071;n2cn0802;3234000;1600000;2451000;1.017602;0.330534;0.195080;30.066624;0.000000;0.000000;306.603180;0.000000;308.461792;518400025296;1568372697826;639.940002;79897781321;28562664615;0;0;0;6512029292679;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;1;1;1;1754636911;0;08-08-2025 09:08:31
25335297;1;3574071;n2cn0802;3234000;1600000;2451000;1.017802;0.330766;0.190921;29.393002;0.000000;0.000000;349.773346;0.000000;309.552460;518293460884;1566948204189;638.980225;79835143312;28540287917;0;0;0;6503540436661;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;1;1;1;1754636921;0;08-08-2025 09:08:41
25335297;1;3574071;n2cn0802;3234000;1600000;2451000;1.017802;0.330229;0.182813;28.186380;0.000000;0.000000;345.843414;0.000000;308.975128;518215906549;1569263642769;640.189087;79936288612;28563140598;0;0;0;6515844808378;0;0;0;0;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;0.000000;0;0;0;0;0.000000;0;0;1;1;1;1754636931;0;08-08-2025 09:08:51
